ship_type,route_id,distance,fuel_type,fuel_consumption,CO2_emissions,weather_conditions,engine_efficiency,speed,load,operational_cost
Oil Service Boat,Warri-Bonny,146.7,Ammonia,9331.88,1283.13,Calm,81.52,20.84,65.23,8398.69
Oil Service Boat,Escravos-Lagos,146.46,Methanol,3280.38,8118.94,Calm,80.05,14.21,54.05,2296.27
Oil Service Boat,Port Harcourt-Lagos,43.94,HFO,557.99,1534.47,Stormy,93.5,10.36,70.15,279.0
Oil Service Boat,Port Harcourt-Lagos,98.02,HFO,3423.18,9413.74,Calm,76.45,19.68,58.68,1711.59
Oil Service Boat,Lagos-Apapa,86.94,HFO,2094.93,5761.06,Calm,79.64,12.66,84.75,1047.46
Surfer Boat,Lagos-Apapa,79.49,Diesel,2197.54,5741.07,Moderate,80.85,24.11,67.3,1318.52
Surfer Boat,Port Harcourt-Lagos,91.03,HFO,5273.13,14501.11,Moderate,92.16,24.31,98.78,2636.56
Surfer Boat,Lagos-Apapa,84.7,HFO,4553.01,12520.78,Stormy,83.55,23.72,82.05,2276.5
Surfer Boat,Escravos-Lagos,48.8,Diesel,1108.22,2895.22,Stormy,82.01,15.55,91.12,664.93
Surfer Boat,Escravos-Lagos,151.59,Methanol,1117.63,2766.13,Calm,94.39,10.23,56.63,782.34
Surfer Boat,Port Harcourt-Lagos,144.64,LNG,7468.46,15403.7,Moderate,86.2,23.92,93.1,3360.81
Surfer Boat,Port Harcourt-Lagos,149.94,LNG,2896.21,5973.43,Calm,76.71,16.42,96.14,1303.29
Surfer Boat,Warri-Bonny,195.8,HFO,8461.66,23269.56,Moderate,77.66,24.5,74.35,4230.83
Surfer Boat,Warri-Bonny,188.8,Hydrogen,21564.81,0.0,Calm,74.89,24.45,80.31,32347.22
Surfer Boat,Port Harcourt-Lagos,59.24,Methanol,1950.46,4827.39,Moderate,71.08,22.8,88.24,1365.32
Surfer Boat,Port Harcourt-Lagos,78.33,Methanol,750.81,1858.25,Moderate,75.51,14.42,58.74,525.57
Surfer Boat,Warri-Bonny,177.1,Methanol,3009.54,7448.61,Moderate,72.19,15.78,75.13,2106.68
Oil Service Boat,Escravos-Lagos,65.09,Ammonia,4931.63,678.1,Calm,70.9,22.77,69.93,4438.47
Oil Service Boat,Port Harcourt-Lagos,80.94,LNG,2271.38,4684.72,Calm,70.28,14.75,57.32,1022.12
Oil Service Boat,Lagos-Apapa,111.83,HFO,1868.15,5137.41,Stormy,93.23,12.54,68.38,934.08
Oil Service Boat,Lagos-Apapa,144.78,LNG,4283.63,8834.99,Moderate,72.53,18.35,53.41,1927.63
Oil Service Boat,Port Harcourt-Lagos,104.87,Methanol,7578.79,18757.51,Calm,71.44,24.04,51.29,5305.15
Oil Service Boat,Lagos-Apapa,118.46,Methanol,6706.54,16598.69,Stormy,74.42,20.44,56.76,4694.58
Oil Service Boat,Port Harcourt-Lagos,142.81,LNG,9924.51,20469.3,Calm,85.88,18.55,98.16,4466.03
Oil Service Boat,Port Harcourt-Lagos,131.17,HFO,2083.46,5729.52,Stormy,92.23,11.46,77.48,1041.73
Oil Service Boat,Lagos-Apapa,58.76,Diesel,4164.24,10879.08,Calm,81.51,19.23,98.29,2498.54
Oil Service Boat,Port Harcourt-Lagos,112.1,Ammonia,12575.12,1729.08,Moderate,70.46,24.85,71.62,11317.61
Oil Service Boat,Escravos-Lagos,119.8,LNG,2390.95,4931.33,Stormy,87.11,12.1,65.59,1075.93
Oil Service Boat,Warri-Bonny,56.92,LNG,2277.14,4696.6,Stormy,87.56,17.77,75.31,1024.71
Oil Service Boat,Lagos-Apapa,58.23,Diesel,3694.01,9650.6,Moderate,77.69,23.16,71.98,2216.41
Oil Service Boat,Warri-Bonny,88.7,Diesel,3579.56,9351.6,Calm,76.97,21.11,55.28,2147.74
Oil Service Boat,Warri-Bonny,53.49,Ammonia,4718.74,648.83,Moderate,85.52,20.46,82.04,4246.87
Oil Service Boat,Warri-Bonny,103.91,LNG,4969.05,10248.67,Stormy,81.89,20.54,60.8,2236.07
Oil Service Boat,Port Harcourt-Lagos,87.17,Methanol,3615.8,8949.11,Moderate,70.69,15.39,80.98,2531.06
Oil Service Boat,Escravos-Lagos,89.54,Diesel,2583.16,6748.51,Moderate,89.57,14.4,82.51,1549.9
Oil Service Boat,Port Harcourt-Lagos,119.39,LNG,7250.88,14954.94,Calm,74.09,22.14,57.6,3262.9
Oil Service Boat,Warri-Bonny,24.39,HFO,1305.35,3589.71,Stormy,84.64,22.15,53.07,652.67
Oil Service Boat,Escravos-Lagos,126.22,Methanol,14117.23,34940.14,Calm,85.1,23.01,89.04,9882.06
Oil Service Boat,Warri-Bonny,62.68,Diesel,4510.13,11782.71,Calm,78.68,23.7,72.99,2706.08
Oil Service Boat,Lagos-Apapa,45.26,Diesel,1405.29,3671.32,Stormy,81.2,17.67,52.91,843.17
Oil Service Boat,Warri-Bonny,69.01,LNG,3752.84,7740.23,Stormy,87.39,17.52,99.74,1688.78
Tanker Ship,Lagos-Apapa,65.09,Ammonia,6153.21,846.07,Calm,94.32,21.97,52.89,5537.89
Tanker Ship,Port Harcourt-Lagos,91.8,HFO,8554.44,23524.71,Moderate,83.58,19.75,84.75,4277.22
Tanker Ship,Escravos-Lagos,149.01,Methanol,16004.62,39611.43,Moderate,91.94,20.53,99.18,11203.23
Tanker Ship,Escravos-Lagos,86.1,Diesel,7199.21,18807.94,Calm,93.93,21.94,61.96,4319.53
Tanker Ship,Port Harcourt-Lagos,485.87,Diesel,37385.82,97670.45,Moderate,90.51,23.35,57.11,22431.49
Tanker Ship,Warri-Bonny,117.2,HFO,3525.21,9694.33,Calm,93.67,15.07,56.07,1762.6
Tanker Ship,Lagos-Apapa,274.41,Diesel,9246.19,24155.67,Moderate,80.56,15.63,65.16,5547.71
Tanker Ship,Port Harcourt-Lagos,182.72,LNG,3120.51,6436.05,Moderate,93.76,11.41,55.05,1404.23
Tanker Ship,Escravos-Lagos,297.36,HFO,24287.8,66791.45,Moderate,94.48,18.67,84.61,12143.9
Tanker Ship,Warri-Bonny,242.97,Diesel,2623.26,6853.27,Calm,88.94,10.54,53.11,1573.96
Tanker Ship,Escravos-Lagos,416.14,Ammonia,31784.88,4370.42,Stormy,81.39,16.98,75.47,28606.39
Tanker Ship,Warri-Bonny,120.74,HFO,7807.95,21471.86,Calm,92.43,18.14,99.83,3903.98
Oil Service Boat,Warri-Bonny,95.41,Methanol,4132.75,10228.56,Calm,89.9,14.3,90.7,2892.92
Oil Service Boat,Escravos-Lagos,107.46,Diesel,5610.19,14656.62,Moderate,73.61,18.86,80.76,3366.11
Oil Service Boat,Escravos-Lagos,57.51,LNG,899.7,1855.63,Moderate,87.53,10.46,65.31,404.86
Oil Service Boat,Port Harcourt-Lagos,116.46,Diesel,1843.52,4816.2,Moderate,90.4,10.56,81.19,1106.11
Oil Service Boat,Warri-Bonny,20.58,HFO,1212.97,3335.67,Stormy,83.72,22.34,76.35,606.48
Oil Service Boat,Escravos-Lagos,55.38,HFO,1705.31,4689.6,Moderate,94.15,15.4,71.3,852.66
Oil Service Boat,Lagos-Apapa,116.16,HFO,1603.58,4409.84,Moderate,81.96,11.91,56.54,801.79
Oil Service Boat,Port Harcourt-Lagos,149.51,HFO,8376.5,23035.38,Calm,87.28,17.83,94.33,4188.25
Oil Service Boat,Escravos-Lagos,132.92,LNG,8544.12,17622.25,Moderate,76.15,21.55,72.49,3844.85
Oil Service Boat,Port Harcourt-Lagos,44.42,Ammonia,1127.96,155.09,Moderate,79.77,13.24,59.73,1015.16
Oil Service Boat,Warri-Bonny,99.94,Methanol,5747.85,14225.93,Moderate,75.41,19.34,68.39,4023.5
Oil Service Boat,Escravos-Lagos,40.36,LNG,680.17,1402.85,Calm,89.77,11.28,70.71,306.08
Oil Service Boat,Escravos-Lagos,116.69,HFO,2277.61,6263.43,Calm,86.27,10.78,91.38,1138.8
Oil Service Boat,Escravos-Lagos,21.11,Diesel,974.73,2546.48,Calm,81.47,17.97,86.68,584.84
Oil Service Boat,Port Harcourt-Lagos,90.67,Diesel,3978.64,10394.2,Moderate,78.9,18.11,88.47,2387.18
Oil Service Boat,Warri-Bonny,69.39,HFO,2653.14,7296.13,Calm,81.72,19.56,50.55,1326.57
Oil Service Boat,Lagos-Apapa,123.09,LNG,7861.68,16214.72,Moderate,75.15,20.89,70.81,3537.76
Oil Service Boat,Lagos-Apapa,46.3,LNG,4562.55,9410.26,Stormy,79.42,24.64,74.07,2053.15
Oil Service Boat,Port Harcourt-Lagos,79.29,Diesel,2135.87,5579.96,Stormy,74.78,17.74,50.96,1281.52
Oil Service Boat,Warri-Bonny,86.94,Diesel,1762.96,4605.73,Moderate,76.82,14.84,62.99,1057.78
Oil Service Boat,Port Harcourt-Lagos,76.14,Methanol,7134.91,17658.9,Calm,83.0,21.93,88.01,4994.44
Oil Service Boat,Escravos-Lagos,111.16,Methanol,2790.07,6905.42,Calm,75.47,14.06,56.86,1953.05
Oil Service Boat,Warri-Bonny,59.2,Diesel,2204.28,5758.68,Calm,78.75,16.58,76.77,1322.57
Oil Service Boat,Escravos-Lagos,74.35,Ammonia,1506.87,207.19,Moderate,88.16,11.18,60.76,1356.18
Oil Service Boat,Escravos-Lagos,70.18,Hydrogen,1973.02,0.0,Moderate,72.99,10.38,50.61,2959.53
Oil Service Boat,Warri-Bonny,132.71,Diesel,9187.08,24001.25,Moderate,93.17,24.44,62.06,5512.25
Oil Service Boat,Warri-Bonny,145.24,Diesel,12307.24,32152.66,Stormy,92.2,22.54,98.79,7384.34
Oil Service Boat,Escravos-Lagos,124.55,LNG,7902.58,16299.07,Calm,93.48,20.44,90.08,3556.16
Oil Service Boat,Port Harcourt-Lagos,56.62,Ammonia,3316.13,455.97,Stormy,74.2,16.13,97.98,2984.52
Oil Service Boat,Escravos-Lagos,75.4,Ammonia,2183.26,300.2,Moderate,93.2,12.6,74.39,1964.93
Oil Service Boat,Escravos-Lagos,48.44,HFO,763.08,2098.47,Moderate,89.5,12.35,55.49,381.54
Oil Service Boat,Port Harcourt-Lagos,72.18,Diesel,1876.78,4903.09,Stormy,88.48,13.75,77.4,1126.07
Oil Service Boat,Lagos-Apapa,123.37,LNG,5758.04,11875.96,Calm,73.17,18.24,72.72,2591.12
Oil Service Boat,Warri-Bonny,82.41,LNG,6652.54,13720.86,Stormy,90.0,20.72,92.22,2993.64
Oil Service Boat,Lagos-Apapa,51.36,HFO,1727.71,4751.2,Calm,83.38,19.9,54.9,863.86
Oil Service Boat,Port Harcourt-Lagos,105.32,Ammonia,4009.1,551.25,Stormy,84.24,14.2,74.41,3608.19
Surfer Boat,Escravos-Lagos,50.49,LNG,2020.54,4167.36,Calm,83.71,24.32,57.5,909.24
Surfer Boat,Escravos-Lagos,199.66,Methanol,5035.0,12461.62,Calm,93.63,21.07,66.23,3524.5
Surfer Boat,Port Harcourt-Lagos,161.15,Ammonia,5801.87,797.76,Calm,74.82,18.32,86.87,5221.68
Surfer Boat,Escravos-Lagos,176.37,Methanol,3626.91,8976.6,Calm,89.74,19.18,73.8,2538.84
Surfer Boat,Warri-Bonny,163.95,Diesel,2426.51,6339.26,Stormy,84.6,16.29,68.79,1455.91
Surfer Boat,Warri-Bonny,97.93,LNG,1033.7,2132.01,Calm,76.77,13.72,69.72,465.16
Surfer Boat,Lagos-Apapa,80.13,HFO,1167.98,3211.94,Calm,86.62,15.34,72.97,583.99
Surfer Boat,Lagos-Apapa,56.25,LNG,1987.32,4098.85,Calm,94.29,21.37,89.25,894.29
Surfer Boat,Escravos-Lagos,111.94,HFO,1211.62,3331.96,Calm,78.53,10.22,94.6,605.81
Surfer Boat,Escravos-Lagos,143.42,LNG,2287.66,4718.3,Moderate,83.18,11.74,97.77,1029.45
Surfer Boat,Lagos-Apapa,145.07,HFO,1165.72,3205.73,Calm,87.04,10.69,89.35,582.86
Surfer Boat,Escravos-Lagos,161.25,HFO,975.54,2682.73,Stormy,79.91,10.61,65.77,487.77
Oil Service Boat,Lagos-Apapa,102.75,HFO,9149.45,25160.99,Calm,85.79,22.83,84.41,4574.73
Oil Service Boat,Warri-Bonny,109.11,HFO,6230.65,17134.29,Moderate,93.53,20.55,71.88,3115.32
Oil Service Boat,Lagos-Apapa,127.94,Methanol,5067.54,12542.16,Stormy,71.19,17.11,62.73,3547.28
Oil Service Boat,Lagos-Apapa,125.84,Methanol,3170.57,7847.16,Calm,84.25,11.47,92.04,2219.4
Oil Service Boat,Lagos-Apapa,46.93,LNG,1412.4,2913.08,Stormy,86.05,17.37,51.92,635.58
Oil Service Boat,Port Harcourt-Lagos,73.36,HFO,3448.63,9483.73,Moderate,82.87,17.1,95.09,1724.32
Oil Service Boat,Lagos-Apapa,45.85,HFO,845.03,2323.83,Stormy,84.61,12.6,73.07,422.52
Oil Service Boat,Port Harcourt-Lagos,85.2,HFO,3814.22,10489.1,Moderate,78.68,16.51,81.86,1907.11
Oil Service Boat,Port Harcourt-Lagos,148.29,HFO,6007.55,16520.76,Calm,92.02,15.98,82.97,3003.78
Oil Service Boat,Lagos-Apapa,37.16,Ammonia,3499.37,481.16,Calm,72.66,19.24,94.76,3149.43
Oil Service Boat,Port Harcourt-Lagos,111.21,HFO,6895.57,18962.82,Calm,91.23,19.53,81.83,3447.78
Oil Service Boat,Port Harcourt-Lagos,125.81,Diesel,2136.89,5582.63,Stormy,79.42,10.68,80.7,1282.13
Fishing Trawler,Port Harcourt-Lagos,178.42,HFO,3414.67,9390.34,Calm,72.05,15.62,53.33,1707.34
Fishing Trawler,Lagos-Apapa,116.18,HFO,5327.47,14650.54,Stormy,78.21,19.39,75.92,2663.74
Fishing Trawler,Port Harcourt-Lagos,52.83,LNG,1465.0,3021.56,Calm,89.61,17.55,57.51,659.25
Fishing Trawler,Lagos-Apapa,197.35,LNG,12080.15,24915.31,Stormy,75.81,22.85,86.87,5436.07
Fishing Trawler,Lagos-Apapa,90.8,HFO,3848.86,10584.36,Calm,72.58,19.88,75.61,1924.43
Fishing Trawler,Port Harcourt-Lagos,159.71,HFO,2797.14,7692.13,Calm,73.67,12.44,84.01,1398.57
Fishing Trawler,Warri-Bonny,56.54,Diesel,458.47,1197.75,Moderate,88.14,11.06,52.08,275.08
Fishing Trawler,Escravos-Lagos,169.72,HFO,6308.54,17348.48,Moderate,79.06,19.64,54.24,3154.27
Fishing Trawler,Warri-Bonny,84.41,HFO,951.73,2617.26,Stormy,93.28,10.4,85.82,475.86
Fishing Trawler,Escravos-Lagos,104.55,Hydrogen,8348.73,0.0,Calm,75.67,18.79,53.6,12523.1
Fishing Trawler,Warri-Bonny,184.31,LNG,9542.37,19681.14,Calm,80.53,24.1,53.56,4294.07
Fishing Trawler,Escravos-Lagos,192.57,LNG,4523.57,9329.86,Stormy,93.98,18.63,50.61,2035.61
Fishing Trawler,Lagos-Apapa,119.07,Diesel,4658.11,12169.31,Calm,83.56,15.82,97.83,2794.87
Fishing Trawler,Warri-Bonny,142.02,Diesel,6098.4,15932.07,Stormy,70.44,19.65,86.88,3659.04
Fishing Trawler,Escravos-Lagos,153.6,LNG,4925.91,10159.69,Calm,84.44,16.87,67.66,2216.66
Fishing Trawler,Warri-Bonny,173.93,LNG,6115.52,12613.26,Stormy,94.59,18.18,64.83,2751.98
Fishing Trawler,Port Harcourt-Lagos,132.95,Methanol,10877.34,26921.42,Moderate,73.91,24.12,67.49,7614.14
Fishing Trawler,Warri-Bonny,163.94,HFO,5404.74,14863.04,Moderate,85.64,15.79,88.73,2702.37
Fishing Trawler,Warri-Bonny,112.35,LNG,9455.87,19502.73,Stormy,84.84,24.42,83.07,4255.14
Fishing Trawler,Escravos-Lagos,127.69,Diesel,5122.28,13381.96,Calm,84.43,23.58,59.26,3073.37
Fishing Trawler,Lagos-Apapa,195.73,Ammonia,3625.58,498.52,Calm,71.63,12.94,58.71,3263.02
Fishing Trawler,Lagos-Apapa,90.3,LNG,825.17,1701.91,Calm,81.8,11.04,54.92,371.33
Fishing Trawler,Escravos-Lagos,85.73,LNG,1743.99,3596.98,Stormy,78.56,11.51,83.02,784.8
Fishing Trawler,Port Harcourt-Lagos,120.54,HFO,1729.96,4757.39,Calm,71.47,10.27,88.22,864.98
Tanker Ship,Port Harcourt-Lagos,453.14,LNG,11809.01,24356.08,Stormy,70.12,11.42,63.25,5314.05
Tanker Ship,Port Harcourt-Lagos,396.65,HFO,23756.11,65329.3,Calm,78.79,20.25,51.05,11878.06
Tanker Ship,Port Harcourt-Lagos,280.92,Diesel,5081.17,13274.56,Moderate,77.26,11.07,54.11,3048.7
Tanker Ship,Escravos-Lagos,404.44,HFO,21098.94,58022.08,Moderate,76.19,14.78,98.39,10549.47
Tanker Ship,Escravos-Lagos,348.93,LNG,36712.71,75719.96,Calm,88.55,22.67,64.77,16520.72
Tanker Ship,Port Harcourt-Lagos,317.2,HFO,6043.91,16620.75,Stormy,86.21,10.35,88.46,3021.96
Tanker Ship,Lagos-Apapa,276.72,Diesel,26901.1,70279.12,Calm,77.02,22.22,81.23,16140.66
Tanker Ship,Escravos-Lagos,111.72,Ammonia,4757.34,654.13,Stormy,74.78,14.23,69.1,4281.61
Tanker Ship,Port Harcourt-Lagos,136.97,HFO,2342.42,6441.66,Moderate,87.94,11.77,60.28,1171.21
Tanker Ship,Port Harcourt-Lagos,74.78,LNG,4837.47,9977.28,Moderate,86.11,20.45,56.07,2176.86
Tanker Ship,Warri-Bonny,183.77,Diesel,11695.6,30554.76,Calm,81.98,19.43,80.75,7017.36
Tanker Ship,Lagos-Apapa,129.96,HFO,13852.34,38093.94,Calm,78.55,23.16,88.73,6926.17
Oil Service Boat,Lagos-Apapa,42.22,Methanol,3092.11,7652.97,Stormy,90.64,21.03,82.2,2164.48
Oil Service Boat,Warri-Bonny,122.92,HFO,9031.64,24837.01,Calm,84.81,22.05,76.52,4515.82
Oil Service Boat,Lagos-Apapa,41.3,Diesel,802.49,2096.51,Calm,84.66,14.23,52.1,481.49
Oil Service Boat,Escravos-Lagos,76.21,LNG,2438.07,5028.52,Calm,78.01,12.66,98.42,1097.13
Oil Service Boat,Lagos-Apapa,128.17,LNG,8803.1,18156.39,Calm,88.53,21.26,89.94,3961.4
Oil Service Boat,Escravos-Lagos,117.24,LNG,7265.53,14985.16,Stormy,93.33,22.1,64.64,3269.49
Oil Service Boat,Escravos-Lagos,91.81,Diesel,9406.77,24575.19,Stormy,77.8,24.86,99.0,5644.06
Oil Service Boat,Lagos-Apapa,30.59,HFO,1101.02,3027.8,Calm,94.09,16.19,80.09,550.51
Oil Service Boat,Escravos-Lagos,65.41,Methanol,3010.61,7451.26,Calm,81.55,15.58,79.12,2107.43
Oil Service Boat,Lagos-Apapa,127.82,LNG,11623.02,23972.48,Calm,89.58,21.65,87.4,5230.36
Oil Service Boat,Lagos-Apapa,46.73,Methanol,1954.51,4837.41,Calm,85.59,15.11,90.59,1368.16
Oil Service Boat,Lagos-Apapa,87.8,Methanol,9776.36,24196.49,Calm,88.64,23.96,82.82,6843.45
Surfer Boat,Warri-Bonny,133.7,Methanol,4318.65,10688.66,Moderate,93.82,22.88,56.4,3023.05
Surfer Boat,Lagos-Apapa,45.96,Diesel,669.01,1747.79,Moderate,71.33,16.43,66.91,401.41
Surfer Boat,Port Harcourt-Lagos,46.16,Diesel,1251.26,3268.92,Calm,82.52,21.26,96.4,750.76
Surfer Boat,Lagos-Apapa,102.86,Methanol,2290.14,5668.1,Calm,78.44,21.32,61.23,1603.1
Surfer Boat,Escravos-Lagos,130.82,Diesel,1193.88,3119.01,Moderate,88.72,11.55,68.61,716.33
Surfer Boat,Port Harcourt-Lagos,183.03,HFO,6248.32,17182.88,Moderate,71.2,23.54,71.6,3124.16
Surfer Boat,Escravos-Lagos,107.69,Ammonia,2392.6,328.98,Calm,79.2,17.58,71.97,2153.34
Surfer Boat,Escravos-Lagos,190.55,Ammonia,8211.75,1129.12,Calm,84.11,22.4,80.65,7390.58
Surfer Boat,Port Harcourt-Lagos,138.38,Diesel,2491.55,6509.17,Stormy,82.93,14.8,97.15,1494.93
Surfer Boat,Escravos-Lagos,99.72,HFO,3833.91,10543.25,Moderate,77.37,23.43,62.03,1916.96
Surfer Boat,Port Harcourt-Lagos,35.57,Diesel,325.68,850.84,Moderate,94.45,15.84,56.08,195.41
Surfer Boat,Warri-Bonny,158.83,Methanol,756.2,1871.6,Stormy,81.66,10.16,59.87,529.34
Fishing Trawler,Port Harcourt-Lagos,181.72,Ammonia,21577.02,2966.84,Calm,88.51,23.58,94.35,19419.32
Fishing Trawler,Escravos-Lagos,124.67,HFO,1775.52,4882.68,Moderate,70.01,11.37,82.29,887.76
Fishing Trawler,Port Harcourt-Lagos,132.46,HFO,2788.32,7667.88,Calm,93.83,14.79,64.3,1394.16
Fishing Trawler,Warri-Bonny,170.88,Ammonia,21482.3,2953.82,Calm,83.08,24.25,90.8,19334.07
Fishing Trawler,Lagos-Apapa,127.75,Diesel,9072.72,23702.48,Moderate,76.28,24.26,93.07,5443.63
Fishing Trawler,Port Harcourt-Lagos,190.58,LNG,10705.2,22079.48,Moderate,92.18,18.6,92.33,4817.34
Fishing Trawler,Port Harcourt-Lagos,92.16,Hydrogen,11883.74,0.0,Stormy,73.02,19.48,95.95,17825.61
Fishing Trawler,Warri-Bonny,100.91,HFO,3130.64,8609.26,Moderate,84.56,16.73,62.61,1565.32
Fishing Trawler,Escravos-Lagos,182.15,LNG,5692.18,11740.12,Calm,75.62,14.4,87.75,2561.48
Fishing Trawler,Port Harcourt-Lagos,100.77,HFO,2437.69,6703.65,Stormy,91.51,14.93,73.03,1218.84
Fishing Trawler,Port Harcourt-Lagos,75.6,Diesel,3665.07,9575.0,Calm,70.31,20.09,92.1,2199.04
Fishing Trawler,Warri-Bonny,78.12,Methanol,5994.2,14835.64,Moderate,85.31,21.29,86.42,4195.94
Tanker Ship,Escravos-Lagos,448.32,Diesel,44853.7,117180.29,Calm,86.66,21.87,88.82,26912.22
Tanker Ship,Escravos-Lagos,165.73,Hydrogen,37357.91,0.0,Calm,75.4,21.84,82.81,56036.87
Tanker Ship,Escravos-Lagos,254.38,LNG,5505.75,11355.61,Stormy,71.52,11.37,58.87,2477.59
Tanker Ship,Escravos-Lagos,96.41,Diesel,4773.81,12471.58,Calm,76.33,17.42,77.25,2864.29
Tanker Ship,Warri-Bonny,476.75,HFO,12094.65,33260.29,Stormy,90.34,10.86,99.23,6047.32
Tanker Ship,Lagos-Apapa,467.87,Diesel,35858.75,93680.98,Moderate,91.08,18.24,96.87,21515.25
Tanker Ship,Lagos-Apapa,202.99,Diesel,5322.01,13903.75,Moderate,91.05,16.62,52.16,3193.21
Tanker Ship,Lagos-Apapa,413.97,HFO,33854.31,93099.35,Moderate,80.29,23.32,58.24,16927.16
Tanker Ship,Port Harcourt-Lagos,218.58,Diesel,6895.14,18013.55,Stormy,88.52,15.26,56.59,4137.08
Tanker Ship,Escravos-Lagos,125.02,Diesel,3261.42,8520.46,Stormy,89.07,11.76,86.3,1956.85
Tanker Ship,Lagos-Apapa,327.54,Methanol,11393.18,28198.12,Moderate,72.98,12.14,90.89,7975.23
Tanker Ship,Escravos-Lagos,414.72,LNG,36000.75,74251.55,Calm,71.18,21.42,60.68,16200.34
Tanker Ship,Lagos-Apapa,253.43,Methanol,19673.72,48692.46,Calm,93.17,19.27,75.29,13771.6
Tanker Ship,Escravos-Lagos,375.73,HFO,11783.94,32405.84,Calm,78.49,11.52,92.04,5891.97
Tanker Ship,Lagos-Apapa,446.28,HFO,11926.44,32797.71,Moderate,72.02,11.26,86.64,5963.22
Tanker Ship,Port Harcourt-Lagos,408.65,LNG,39805.79,82099.44,Stormy,86.22,20.51,77.11,17912.61
Tanker Ship,Port Harcourt-Lagos,379.02,Diesel,10119.14,26436.25,Moderate,85.81,11.09,79.52,6071.48
Tanker Ship,Port Harcourt-Lagos,366.05,HFO,32949.77,90611.87,Calm,71.11,22.33,75.42,16474.88
Tanker Ship,Port Harcourt-Lagos,495.5,Methanol,45124.1,111682.15,Calm,92.07,20.59,64.88,31586.87
Tanker Ship,Lagos-Apapa,72.89,Methanol,2206.78,5461.78,Stormy,73.5,11.22,78.25,1544.75
Tanker Ship,Escravos-Lagos,116.18,LNG,3356.41,6922.6,Stormy,78.94,11.27,84.44,1510.38
Tanker Ship,Lagos-Apapa,195.05,HFO,20749.14,57060.13,Stormy,78.62,24.8,93.67,10374.57
Tanker Ship,Lagos-Apapa,250.25,Methanol,14097.35,34890.94,Moderate,85.52,15.61,81.81,9868.14
Tanker Ship,Port Harcourt-Lagos,381.18,LNG,18435.13,38022.46,Stormy,85.25,15.56,88.06,8295.81
Oil Service Boat,Port Harcourt-Lagos,59.55,Methanol,3119.38,7720.47,Stormy,89.63,22.19,58.0,2183.57
Oil Service Boat,Lagos-Apapa,131.76,Methanol,12829.02,31751.82,Moderate,88.94,24.21,73.08,8980.31
Oil Service Boat,Warri-Bonny,117.17,Methanol,6872.25,17008.82,Calm,82.46,24.79,50.47,4810.58
Oil Service Boat,Lagos-Apapa,29.45,LNG,1840.21,3795.43,Moderate,88.05,21.3,62.33,828.09
Oil Service Boat,Lagos-Apapa,33.08,HFO,1234.69,3395.4,Calm,84.66,15.64,86.32,617.34
Oil Service Boat,Port Harcourt-Lagos,106.45,LNG,2897.02,5975.1,Calm,83.93,11.25,99.59,1303.66
Oil Service Boat,Port Harcourt-Lagos,33.06,LNG,1460.6,3012.49,Moderate,94.67,21.66,54.96,657.27
Oil Service Boat,Warri-Bonny,102.12,Methanol,4659.55,11532.39,Moderate,75.02,18.38,70.07,3261.68
Oil Service Boat,Port Harcourt-Lagos,33.56,HFO,1441.5,3964.12,Moderate,87.28,16.36,90.0,720.75
Oil Service Boat,Escravos-Lagos,106.87,HFO,7383.43,20304.43,Calm,93.4,23.6,60.2,3691.72
Oil Service Boat,Port Harcourt-Lagos,40.59,Ammonia,1048.36,144.15,Calm,85.01,11.67,77.75,943.52
Oil Service Boat,Warri-Bonny,127.42,Methanol,8251.99,20423.68,Calm,91.41,17.39,86.65,5776.39
Fishing Trawler,Escravos-Lagos,144.44,Ammonia,2931.4,403.07,Calm,71.52,10.17,80.8,2638.26
Fishing Trawler,Lagos-Apapa,187.48,Methanol,5932.26,14682.34,Moderate,86.07,17.03,59.4,4152.58
Fishing Trawler,Lagos-Apapa,191.49,LNG,2446.83,5046.59,Stormy,83.45,10.84,67.77,1101.07
Fishing Trawler,Port Harcourt-Lagos,193.79,LNG,4185.64,8632.88,Moderate,79.68,11.78,89.19,1883.54
Fishing Trawler,Port Harcourt-Lagos,167.56,Ammonia,4426.95,608.71,Calm,72.25,11.76,77.71,3984.26
Fishing Trawler,Lagos-Apapa,88.41,LNG,2618.96,5401.6,Stormy,87.44,19.74,50.26,1178.53
Fishing Trawler,Warri-Bonny,64.28,LNG,3569.18,7361.43,Moderate,81.44,21.19,88.05,1606.13
Fishing Trawler,Port Harcourt-Lagos,96.34,HFO,2868.77,7889.12,Moderate,75.07,18.75,51.77,1434.38
Fishing Trawler,Escravos-Lagos,93.19,Diesel,6619.58,17293.65,Stormy,77.69,24.43,87.29,3971.75
Fishing Trawler,Lagos-Apapa,154.83,Methanol,3706.87,9174.5,Moderate,77.42,15.62,60.12,2594.81
Fishing Trawler,Port Harcourt-Lagos,57.27,Diesel,1356.53,3543.93,Calm,70.76,14.29,97.9,813.92
Fishing Trawler,Escravos-Lagos,105.25,HFO,6391.26,17575.96,Stormy,82.3,23.03,68.4,3195.63
Fishing Trawler,Lagos-Apapa,95.26,Diesel,1824.37,4766.17,Stormy,81.09,13.35,66.35,1094.62
Fishing Trawler,Warri-Bonny,181.2,HFO,10895.42,29962.4,Calm,72.3,24.45,57.44,5447.71
